timestamp during request triggered : 1773561010585	 Sensor ID : RL Postimestamp during request triggered : 1773561010592	 Sensor ID : RL Postimestamp during response triggered : 1773561010610	 Sensor ID : RL sensor
timestamp during response triggered : 1773561010635	 Sensor ID : RL sensor
timestamp during request triggered : 1773565357477	 Sensor ID : FR Postimestamp during request triggered : 1773565357482	 Sensor ID : FL Postimestamp during request triggered : 1773565357484	 Sensor ID : RL Postimestamp during response triggered : 1773565357499	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357504	 Sensor ID : RR Postimestamp during response triggered : 1773565357504	 Sensor ID : FL sensor
timestamp during response triggered : 1773565357507	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357526	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357526	 Sensor ID : FR Postimestamp during request triggered : 1773565357534	 Sensor ID : RL Postimestamp during request triggered : 1773565357537	 Sensor ID : FL Postimestamp during response triggered : 1773565357548	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357554	 Sensor ID : RR Postimestamp during response triggered : 1773565357557	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357559	 Sensor ID : FL sensor
timestamp during request triggered : 1773565357576	 Sensor ID : FR Postimestamp during response triggered : 1773565357576	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357584	 Sensor ID : RL Postimestamp during request triggered : 1773565357587	 Sensor ID : FL Postimestamp during response triggered : 1773565357599	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357604	 Sensor ID : RR Postimestamp during response triggered : 1773565357607	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357610	 Sensor ID : FL sensor
timestamp during response triggered : 1773565357626	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357627	 Sensor ID : FR Postimestamp during request triggered : 1773565357634	 Sensor ID : RL Postimestamp during request triggered : 1773565357637	 Sensor ID : FL Postimestamp during response triggered : 1773565357648	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357654	 Sensor ID : RR Postimestamp during response triggered : 1773565357657	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357660	 Sensor ID : FL sensor
timestamp during request triggered : 1773565357676	 Sensor ID : FR Postimestamp during response triggered : 1773565357677	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357684	 Sensor ID : RL Postimestamp during request triggered : 1773565357687	 Sensor ID : FL Postimestamp during response triggered : 1773565357699	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357704	 Sensor ID : RR Postimestamp during response triggered : 1773565357707	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357709	 Sensor ID : FL sensor
timestamp during request triggered : 1773565357726	 Sensor ID : FR Postimestamp during response triggered : 1773565357726	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357732	 Sensor ID : FL Postimestamp during request triggered : 1773565357734	 Sensor ID : RL Postimestamp during response triggered : 1773565357750	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357754	 Sensor ID : RR Postimestamp during response triggered : 1773565357755	 Sensor ID : FL sensor
timestamp during response triggered : 1773565357756	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357776	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357777	 Sensor ID : FR Postimestamp during request triggered : 1773565357784	 Sensor ID : RL Postimestamp during request triggered : 1773565357787	 Sensor ID : FL Postimestamp during response triggered : 1773565357800	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357804	 Sensor ID : RR Postimestamp during response triggered : 1773565357807	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357809	 Sensor ID : FL sensor
timestamp during response triggered : 1773565357826	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357826	 Sensor ID : FR Postimestamp during request triggered : 1773565357834	 Sensor ID : RL Postimestamp during request triggered : 1773565357837	 Sensor ID : FL Postimestamp during response triggered : 1773565357848	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357854	 Sensor ID : RR Postimestamp during response triggered : 1773565357856	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357859	 Sensor ID : FL sensor
timestamp during request triggered : 1773565357876	 Sensor ID : FR Postimestamp during response triggered : 1773565357877	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357880	 Sensor ID : FL Postimestamp during request triggered : 1773565357884	 Sensor ID : RL Postimestamp during response triggered : 1773565357897	 Sensor ID : FR sensor
timestamp during response triggered : 1773565357903	 Sensor ID : FL sensor
timestamp during request triggered : 1773565357904	 Sensor ID : RR Postimestamp during response triggered : 1773565357905	 Sensor ID : RL sensor
timestamp during request triggered : 1773565357926	 Sensor ID : FR Postimestamp during response triggered : 1773565357927	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357934	 Sensor ID : RL Postimestamp during request triggered : 1773565357937	 Sensor ID : FL Postimestamp during response triggered : 1773565357949	 Sensor ID : FR sensor
timestamp during request triggered : 1773565357954	 Sensor ID : RR Postimestamp during response triggered : 1773565357957	 Sensor ID : RL sensor
timestamp during response triggered : 1773565357960	 Sensor ID : FL sensor
timestamp during request triggered : 1773565357976	 Sensor ID : FR Postimestamp during response triggered : 1773565357977	 Sensor ID : RR sensor
timestamp during request triggered : 1773565357984	 Sensor ID : RL Postimestamp during request triggered : 1773565357987	 Sensor ID : FL Postimestamp during response triggered : 1773565357999	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358004	 Sensor ID : RR Postimestamp during response triggered : 1773565358006	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358009	 Sensor ID : FL sensor
timestamp during request triggered : 1773565358026	 Sensor ID : FR Postimestamp during response triggered : 1773565358027	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358034	 Sensor ID : RL Postimestamp during request triggered : 1773565358037	 Sensor ID : FL Postimestamp during response triggered : 1773565358048	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358054	 Sensor ID : RR Postimestamp during response triggered : 1773565358056	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358060	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358076	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358076	 Sensor ID : FR Postimestamp during request triggered : 1773565358082	 Sensor ID : FL Postimestamp during request triggered : 1773565358084	 Sensor ID : RL Postimestamp during response triggered : 1773565358099	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358104	 Sensor ID : RR Postimestamp during response triggered : 1773565358105	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358106	 Sensor ID : RL sensor
timestamp during request triggered : 1773565358126	 Sensor ID : FR Postimestamp during response triggered : 1773565358127	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358134	 Sensor ID : RL Postimestamp during request triggered : 1773565358137	 Sensor ID : FL Postimestamp during response triggered : 1773565358149	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358154	 Sensor ID : RR Postimestamp during response triggered : 1773565358156	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358159	 Sensor ID : FL sensor
timestamp during request triggered : 1773565358176	 Sensor ID : FR Postimestamp during response triggered : 1773565358176	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358184	 Sensor ID : RL Postimestamp during request triggered : 1773565358187	 Sensor ID : FL Postimestamp during response triggered : 1773565358198	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358204	 Sensor ID : RR Postimestamp during response triggered : 1773565358206	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358209	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358226	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358227	 Sensor ID : FR Postimestamp during request triggered : 1773565358234	 Sensor ID : RL Postimestamp during request triggered : 1773565358237	 Sensor ID : FL Postimestamp during response triggered : 1773565358248	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358254	 Sensor ID : RR Postimestamp during response triggered : 1773565358256	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358260	 Sensor ID : FL sensor
timestamp during request triggered : 1773565358276	 Sensor ID : FR Postimestamp during response triggered : 1773565358277	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358282	 Sensor ID : FL Postimestamp during request triggered : 1773565358284	 Sensor ID : RL Postimestamp during response triggered : 1773565358298	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358304	 Sensor ID : RR Postimestamp during response triggered : 1773565358304	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358305	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358326	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358326	 Sensor ID : FR Postimestamp during request triggered : 1773565358334	 Sensor ID : RL Postimestamp during request triggered : 1773565358337	 Sensor ID : FL Postimestamp during response triggered : 1773565358352	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358353	 Sensor ID : RR Postimestamp during response triggered : 1773565358356	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358359	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358376	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358377	 Sensor ID : FR Postimestamp during request triggered : 1773565358384	 Sensor ID : RL Postimestamp during request triggered : 1773565358387	 Sensor ID : FL Postimestamp during response triggered : 1773565358401	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358404	 Sensor ID : RR Postimestamp during response triggered : 1773565358407	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358409	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358426	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358426	 Sensor ID : FR Postimestamp during request triggered : 1773565358434	 Sensor ID : RL Postimestamp during request triggered : 1773565358437	 Sensor ID : FL Postimestamp during response triggered : 1773565358448	 Sensor ID : FR sensor
timestamp during request triggered : 1773565358454	 Sensor ID : RR Postimestamp during response triggered : 1773565358457	 Sensor ID : RL sensor
timestamp during response triggered : 1773565358459	 Sensor ID : FL sensor
timestamp during response triggered : 1773565358476	 Sensor ID : RR sensor
timestamp during request triggered : 1773565358476	 Sensor ID : FR Postimestamp during request triggered : 1773565358480	 Sensor ID : FL Postimestamp during request triggered : 1773565358484	 Sensor ID : RL Postimestamp during response triggered : 1773565358499	 Sensor ID : FR sensor
